id,"accession","source_link","study_title","organism","date_last_update","number_of_samples","study_category"
2180,"GSE60397","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60397","Reprogramming of Polycomb-mediated gene silencing in embryonic stem cells by the miR-290 family and the methyltransferase Ash1l","Mus musculus","2015-10-01","16",""
2181,"GSE72314","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72314","Global microRNA expression profiling of mouse livers following ischemia-reperfusion injury at different stages. [miRNA]","Mus musculus","2015-10-01","3","rna_seq"
2182,"GSE72312","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72312","Global microRNA expression profiling of mouse livers following ischemia-reperfusion injury at different stages. [mRNA]","Mus musculus","2015-10-01","3","rna_seq"
2183,"GSE71616","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71616","Genome-wide nucleosome dynamics in glucocorticoid-treated acute lymphoblastic leukemia cell line, RS4;11","Mus musculus","2015-10-01","21",""
2184,"GSE71552","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71552","mRNA export through an additional cap-binding complex consisting of NCBP1 and NCBP3","Mus musculus","2015-10-01","9","rna_seq"
2185,"GSE73632","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73632","Comparative analysis of Rtf1- and PAF1C-regulated genes","Homo sapiens","2015-10-01","12",""
2186,"GSE68628","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68628","ABCC5 functions as a transporter of glutamate conjugates and analogs","Homo sapiens","2015-10-01","10",""
2187,"GSE71165","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71165","Splenic bridging channel dendritic cells survey red blood cells for missing self-CD47","Homo sapiens","2015-10-01","4",""
2188,"GSE71276","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71276","LncRNA HOTAIR enhances ER signaling and confers tamoxifen resistance in breast cancer [ChIP-Seq]","Mus musculus","2015-10-01","4","rna_seq"
2189,"GSE68170","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68170","YAP drives growth by controlling transcriptional pause release from dynamic enhancers (MSTO)","Mus musculus","2015-10-01","4",""
2190,"GSE64339","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE64339","Breaking the lineage barrier: Direct induction of trophoblast stem cells from murine fibroblasts","Homo sapiens","2015-10-01","7",""
2191,"GSE64697","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE64697","Acyl-CoA synthetase 1 in differentiated adipocytes from small for gestational age neonates: Putative association with fetal programming of cellular insulin sensitivity and lipid content [ChIP-Seq]","Homo sapiens","2015-10-01","14",""
2192,"GSE64706","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE64706","Transcriptome analysis of mouse embryonic fibroblasts of NIPBL-haploinsufficient mice","Mus musculus","2015-10-01","6",""
2193,"GSE62645","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62645","Effect of castration, bicalutamide, and enzalutamide on androgen receptor binding in Hi-Myc mouse prostate tumors","Homo sapiens","2015-10-01","5",""
2194,"GSE56529","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56529","Broad existence of pluripotent factor regulated transcript isoforms with stage-specific alternative first exon (SAFE) in mouse embryonic stem cells","Mus musculus","2015-10-01","2","rna_seq"
2195,"GSE58122","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58122","Serial RNA-seq of a single human","Mus musculus","2015-10-01","48","rna_seq"
2196,"GSE59114","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE59114","Single cell RNA_Seq in aging of hematopoietic stem and progenitor cells","Mus musculus","2015-09-30","2128","rna_seq"
2197,"GSE63243","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE63243","KLF15 Establishes the Landscape of Circadian Expression in the Heart","Homo sapiens","2015-09-30","36",""
2198,"GSE64761","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE64761","Identification of AUF1 target mRNAs","Mus musculus","2015-09-30","5","rna_seq"
2199,"GSE66575","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66575","Molecular characterization of diabetic heart of akita (RNA-Seq)","Mus musculus","2015-09-30","6","rna_seq"
2200,"GSE67583","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67583","Promoter-proximal R-loops regulate binding of chromatin regulators and pluripotency [RNA-seq]","Mus musculus","2015-09-30","16","rna_seq"
2201,"GSE67582","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67582","Promoter-proximal R-loops regulate binding of chromatin regulators and pluripotency [RIP-seq]","Mus musculus","2015-09-30","6",""
2202,"GSE68220","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68220","Genome-wide maps of CD14-dependent and CD14-independent bladder innate immune responses to UPEC","Mus musculus","2015-09-30","20",""
2203,"GSE73579","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73579","Illumina Human Polycystic Liver Disease and Normal Biliary Stem Cell RNAseq","Mus musculus","2015-09-30","12","rna_seq"
2204,"GSE61432","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61432","Phospho-HLXB9 binding sites in mouse insulinoma cells","Mus musculus","2015-09-30","2",""
2205,"GSE65478","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65478","Androgen Receptor profiling in tumor specimens yields hallmarks of prostate cancer outcome","Homo sapiens","2015-09-30","26",""
2206,"GSE67581","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67581","Promoter-proximal R-loops regulate binding of chromatin regulators and pluripotency [DRIP-RNAseq]","Mus musculus","2015-09-30","2","rna_seq "
2207,"GSE67580","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67580","Promoter-proximal R-loops regulate binding of chromatin regulators and pluripotency [ChIP-seq]","Homo sapiens","2015-09-30","15",""
2208,"GSE62425","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62425","Delineating the Transcriptional Network of Prognostic Gene Signatures Refines Treatment Recommendations for Lymph Node-negative Breast Cancer Patients","Mus musculus","2015-09-30","4",""
2209,"GSE72105","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72105","A specific E3 ligase/deubiquitinase pair modulates TBP protein levels during muscle differentiation","Mus musculus","2015-09-30","10",""
2210,"GSE73075","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73075","Epigenetic Control of Skeletal Development by the Histone Methyltransferase Ezh2","Homo sapiens","2015-09-30","19",""
2211,"GSE72202","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72202","RNA-seq Profiles in Preferential Iron Trafficking Characterizes Glioblastoma Stem-like Cells","Mus musculus","2015-09-30","3","rna_seq"
2212,"GSE72201","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72201","Epigenetic Profile in Preferential Iron Trafficking Characterizes Glioblastoma Stem-like Cells","Homo sapiens; Mus mu","2015-09-30","1",""
2213,"GSE56979","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE56979","APOBEC3B facilitates a functional and necessary link between oestrogen receptor mediated transcription and DNA repair","Homo sapiens","2015-09-30","3",""
2214,"GSE61911","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61911","Glucocorticoid receptor and nuclear factor kappa-b affect 3D chromatin organization","Homo sapiens","2015-09-30","68",""
2215,"GSE54144","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54144","Search for Meis1 target genes in embryonic sympathetic neurons","Homo sapiens","2015-09-30","2",""
2216,"GSE61734","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61734","mRNA- and RISC-sequencing of mouse hearts overexpressing miR-378a","Homo sapiens","2015-09-30","40","rna_seq"
2217,"GSE72565","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72565","Binding of STAT5 upon IL-2 treatment to genomic sites in mouse CD8 T cells costimulated in vivo through CD134 plus CD137","Mus musculus","2015-09-30","2",""
2218,"GSE71446","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71446","Genome-wide Analysis of Human Constitutive Androstane Receptor (CAR) Transcriptome in Wild-type and CAR-knockout HepaRG cells","Mus musculus","2015-09-30","12",""
2219,"GSE68815","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68815","Chemoresistance signature generated by genome-wide analysis of methylation, microRNAs, and gene expression in chemoresistant breast cancer cells","Mus musculus","2015-09-30","6","rna_seq"
2220,"GSE61828","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61828","mRNA profiling of hypoxia+SU5416-induced pulmonary hypertension (PH) mouse model treated with an inhibitor of miR-130/301 family","Homo sapiens","2015-09-29","9","rna_seq"
2221,"GSE70304","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70304","RNA-seq analysis of transcriptome changes upon Erk knockout, or Mek inhibition in WT and Erk KO ESCs.","Homo sapiens","2015-09-29","6","rna_seq"
2222,"GSE73541","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73541","Neutrophils oppose uterine epithelial carcinogenesis via debridement of hypoxic tumor cells","Mus musculus","2015-09-29","7",""
2223,"GSE65832","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65832","RNA-Seq atopic dermatitis transcriptome profiling provides insights into novel disease mechanisms with potential therapeutic implications","Mus musculus","2015-09-29","40","rna_seq"
2224,"GSE68671","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68671","Differential regulation of alternatively polyadenylated isoforms","Mus musculus","2015-09-29","32","rna_seq"
2225,"GSE72670","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72670","New roles for DNA cytosine modification, eRNA, anchors and super-anchors in developing B cell progenitors","Homo sapiens","2015-09-28","2","rna_seq"
2226,"GSE70544","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70544","Transcriptional Signatures of Hypoxic and Inflammatory Renal Epithelial Injury","Homo sapiens","2015-09-28","12",""
2227,"GSE71154","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71154","m6A-CLIP identified major presence of m6A in last exons","Mus musculus","2015-09-28","8",""
2228,"GSE66592","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66592","Multi-platform assessment of transcriptional profiling technologies utilizing a precise probe mapping methodology (RNA-seq_ClonTech)","Homo sapiens","2015-09-28","5","rna_seq"
2229,"GSE66590","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66590","Multi-platform assessment of transcriptional profiling technologies utilizing a precise probe mapping methodology (RNA-seq_RiboZero)","Mus musculus; Homo s","2015-09-28","5","rna_seq"
2230,"GSE73459","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73459","Neonatal na´ve CD8+ T cells have effector-like gene expression that prevents memory cell formation [miRNA-Seq]","Homo sapiens","2015-09-26","6","rna_seq"
2231,"GSE55404","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55404","TG-interacting factor1 (Tgif1) maintains the identity of mouse ES cells by counterbalancing the expression of ES cell core factors","Homo sapiens","2015-09-26","6",""
2232,"GSE61794","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61794","PTEN suppresses neoplastic transformation of human neural stem cells by transcriptional repression of Pax7","Mus musculus","2015-09-26","21",""
2233,"GSE65752","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65752","Modulation of the microRNA cluster miR-183-96-182 expression by the Epstein-Barr virus latent membrane protein 1","Mus musculus","2015-09-25","9","rna_seq"
2234,"GSE65138","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65138","Effect of cortistatin A (CA) on enhancer occupancy in CA-sensitive and -insensitive human cell lines","Homo sapiens","2015-09-25","53",""
2235,"GSE71164","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71164","Decrease in EZH2 histone methyltransferase mediates the effects of fluid shear stress (FSS) in endothelial cells","Homo sapiens","2015-09-25","12",""
2236,"GSE65030","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65030","Effect in HCT116 cells of 3hr cortistatin A treatment on gene expression.","Homo sapiens","2015-09-25","6",""
2237,"GSE65105","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65105","Effect of 4hr cortistatin A treatment on gene expression in SET2 cells.","Homo sapiens","2015-09-25","6",""
2238,"GSE71734","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71734","RNA-seq data of intestinal epithelial cells","Homo sapiens","2015-09-24","16","rna_seq"
2239,"GSE68264","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68264","Genome-wide maps of nuclear lamina interactions in single human cells. (DamID; LaminB1, clone-14, diploid)","Homo sapiens","2015-09-24","52",""
2240,"GSE68263","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68263","Genome-wide maps of nuclear lamina interactions in single human cells. (DamID; LaminB1, clone-14, haploid)","Mus musculus","2015-09-24","124",""
2241,"GSE68262","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68262","Genome-wide maps of nuclear lamina interactions in single human cells. (DamID; LaminB1, clone-5-8, haploid)","Homo sapiens","2015-09-24","26",""
2242,"GSE68261","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68261","Genome-wide maps of nuclear lamina interactions in single human cells. (DamID; LaminB1, clone-5-5, diploid)","Homo sapiens","2015-09-24","35",""
2243,"GSE68260","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68260","Genome-wide maps of nuclear lamina interactions in single human cells. (DamID; LaminB1, clone-5-5, haploid)","Homo sapiens","2015-09-24","172",""
2244,"GSE68596","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68596","Genome-wide maps of nuclear lamina interactions in single human cells (CEL-seq)","Homo sapiens","2015-09-24","1",""
2245,"GSE70068","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70068","RNA-Seq analysis of human neutrophils isolated by different protocols (Polymorphprep and negative selection) and incubated with and without in vitro cytokine stimulation","Homo sapiens","2015-09-24","12","rna_seq"
2246,"GSE71261","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71261","Next Generation Sequencing Facilitates Quantitative Analysis of PBX3 Regulated Transcriptomes","Homo sapiens","2015-09-24","4",""
2247,"GSE71260","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71260","Genome-wide maps of PBX3-binding site","Homo sapiens","2015-09-24","1",""
2248,"GSE65922","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65922","Neonatal na´ve CD8+ T cells have effector-like gene expression that prevents memory cell formation [RNA-seq]","Homo sapiens","2015-09-24","8","rna_seq"
2249,"GSE65921","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65921","Neonatal na´ve CD8+ T cells have effector-like gene expression that prevents memory cell formation [3'UTR-seq]","Homo sapiens","2015-09-24","4",""
2250,"GSE65920","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65920","Neonatal na´ve CD8+ T cells have effector-like gene expression that prevents memory cell formation [small-RNA seq]","Mus musculus","2015-09-24","13","rna_seq"
2251,"GSE72321","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72321","Engrailed homeoprotein protects mesencephalic dopaminergic neurons from oxidative stress","Mus musculus","2015-09-24","6",""
2252,"GSE73369","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73369","Role of the Small Subunit Processome in the Maintenance of Pluripotent Stem Cells","Mus musculus","2015-09-24","12",""
2253,"GSE66650","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66650","Neonatal na´ve CD8+ T cells have effector-like gene expression that prevents memory cell formation [human miRNA-seq]","Mus musculus","2015-09-24","6","rna_seq"
2254,"GSE69841","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE69841","Genome-wide maps of nuclear lamina interactions in single human cells. (Hi-C, KBM7 haploid)","Mus musculus","2015-09-24","2",""
2255,"GSE67937","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67937","The menu of features that define primary microRNAs and enable de novo design of microRNA genes","Homo sapiens","2015-09-24","22","rna_seq"
2256,"GSE61735","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61735","High-throughput small molecule screen identifies inhibitors of aberrant chromatin accessibility","Homo sapiens","2015-09-24","2",""
2257,"GSE62247","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62247","Cell fate determination by ubiquitin-dependent regulation of translation","synthetic construct;","2015-09-23","46",""
2258,"GSE65889","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65889","Novel nucleosomal particles containing core histones and linker DNA but no histone H1","Homo sapiens","2015-09-23","31",""
2259,"GSE68482","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE68482","High salt primes a specific activation state of macrophages, M(Na)","Homo sapiens","2015-09-23","6",""
2260,"GSE73366","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73366","RNA IP Seq analysis of Cnot7 in 4T1 mammary tumor cells","Synthetic plasmid; S","2015-09-23","48","rna_seq"
2261,"GSE73336","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73336","Transplantation of gastric organoid-derived spasmolytic polypeptide/TFF2-expressing metaplasia (SPEM) cell lineage promotes ulcer repair in the aged stomach","Homo sapiens","2015-09-23","10",""
2262,"GSE73277","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73277","hTERT promotes cell adhesion and migration independent of telomerase activity","Mus musculus","2015-09-22","6",""
